bebyggelse,indbygge_1,indbygge_2,indbygge_3,indbygge_4,indbygge_5,start,end,WSAID
14652,12337669-db10-6b98-e053-d480220a5a3f,Avnstrup,01-01-2024,"0","0","1978","2005","1046"
16327,12337669-db55-6b98-e053-d480220a5a3f,Hammer,01-01-2024,"5","3","1978","2019","3141"
16746,12337669-d710-6b98-e053-d480220a5a3f,Povlstrup,01-01-2024,"19","8","2008","2019","2008"
11321,12337669-d899-6b98-e053-d480220a5a3f,Olstrup,01-01-2024,"62","22","1985","2019","2937"
15737,12337669-dbfa-6b98-e053-d480220a5a3f,Næsby,01-01-2024,"44","23","1978","2019","2800"
18784,12337669-e33f-6b98-e053-d480220a5a3f,Møllebjerg,01-01-2024,"6","4","2011","2019","2006"
16788,12337669-d36f-6b98-e053-d480220a5a3f,Brændholt,01-01-2024,"13","9","1978","2019","2833"
10115,12337669-d826-6b98-e053-d480220a5a3f,Mogenstrup,01-01-2024,"2011","842","2002","2019","2927"
12805,12337669-de61-6b98-e053-d480220a5a3f,Lille Lyngerup,01-01-2024,"30","11","1978","2006","3156"
15705,12337669-dc67-6b98-e053-d480220a5a3f,Tikøb Skovhuse,01-01-2024,"23","10","1995","2019","1062"
15329,12337669-d146-6b98-e053-d480220a5a3f,Bistrup Huse,01-01-2024,"19","8","1978","2019","2885"
16228,12337669-d2e2-6b98-e053-d480220a5a3f,Holmstrup,01-01-2024,"18","9","1978","2019","2816"
10177,12337669-dc01-6b98-e053-d480220a5a3f,Ferslev,01-01-2024,"275","100","1978","2019","3135"
14657,12337669-db18-6b98-e053-d480220a5a3f,Have Borup,01-01-2024,"16","5","2003","2019","2836"
12916,12337669-d17d-6b98-e053-d480220a5a3f,Oreby Huse,01-01-2024,"6","4","1978","2019","2062"
16059,12337669-d3e0-6b98-e053-d480220a5a3f,Slagstrup,01-01-2024,"30","11","1997","2019","2063"
16101,12337669-d9d1-6b98-e053-d480220a5a3f,Smågårde,01-01-2024,"0","0","1978","2019","3569"
15050,12337669-dd31-6b98-e053-d480220a5a3f,Overdam,01-01-2024,"27","14","1978","2000","2239"
12467,12337669-d787-6b98-e053-d480220a5a3f,Dyrlev,01-01-2024,"40","18","1978","2019","1944"
11782,12337669-d4bf-6b98-e053-d480220a5a3f,Kelleklinte,01-01-2024,"55","21","1978","2019","2096"
10048,12337669-dac2-6b98-e053-d480220a5a3f,Lellinge,01-01-2024,"734","306","1978","2019","2034"
15981,12337669-dde2-6b98-e053-d480220a5a3f,Grønholt,01-01-2024,"87","36","1978","2019","2231"
16332,12337669-db5d-6b98-e053-d480220a5a3f,Gellesten,01-01-2024,"19","9","1978","1993","2851"
18916,12337669-e3d7-6b98-e053-d480220a5a3f,Dybendal,01-01-2024,"45","29","1978","2019","3389"
16724,12337669-d836-6b98-e053-d480220a5a3f,Køng Flæskholm,01-01-2024,"9","4","1978","2019","1934"
16528,12337669-dad6-6b98-e053-d480220a5a3f,Stenmarksgårde,01-01-2024,"0","0","1978","2019","1052"
16401,12337669-d1dc-6b98-e053-d480220a5a3f,Vesterhave,01-01-2024,"24","8","1978","2019","2886"
15860,12337669-d256-6b98-e053-d480220a5a3f,Lindebjerg,01-01-2024,"5","2","1978","2019","2807"
16735,12337669-d700-6b98-e053-d480220a5a3f,Lund,01-01-2024,"56","33","1988","2019","2019"
10208,12337669-d9d8-6b98-e053-d480220a5a3f,Ganløse,01-01-2024,"2877","1165","1978","2019","2862"
13649,12337669-dbcb-6b98-e053-d480220a5a3f,Lille Karleby,01-01-2024,"98","43","1978","2019","2662"
15083,12337669-d3f2-6b98-e053-d480220a5a3f,Vedbynørre,01-01-2024,"27","8","1997","2019","2063"
16727,12337669-d83a-6b98-e053-d480220a5a3f,Svinøvester,01-01-2024,"18","12","1978","2019","1931"
15304,12337669-d3fd-6b98-e053-d480220a5a3f,Halleby Hale,01-01-2024,"4","2","1978","2019","2115"
10651,12337669-ddbe-6b98-e053-d480220a5a3f,Gadevang,01-01-2024,"1129","419","1978","2019","2213"
16856,12337669-d6fc-6b98-e053-d480220a5a3f,Lille Torøje,01-01-2024,"31","13","1978","2019","2945"
11784,12337669-d4c1-6b98-e053-d480220a5a3f,Kærby,01-01-2024,"111","43","1978","2019","2082"
11337,12337669-d8ad-6b98-e053-d480220a5a3f,Tågeskov,01-01-2024,"16","8","1978","2019","2917"
16271,12337669-d6e4-6b98-e053-d480220a5a3f,Store Spjellerup,01-01-2024,"221","84","1978","2019","2946"
11432,12337669-d302-6b98-e053-d480220a5a3f,Tornved,01-01-2024,"58","22","1978","2019","2817"
11300,12337669-d890-6b98-e053-d480220a5a3f,Ullerød,01-01-2024,"14","5","1987","2019","2943"
16368,12337669-d3b6-6b98-e053-d480220a5a3f,Stokholtshuse,01-01-2024,"38","15","2017","2019","3392"
14844,12337669-d8d8-6b98-e053-d480220a5a3f,Blåbæks Mølle,01-01-2024,"8","2","1997","2019","2951"
14580,12337669-d8d3-6b98-e053-d480220a5a3f,Tystrup,01-01-2024,"52","21","1997","2019","2951"
13938,12337669-d7d6-6b98-e053-d480220a5a3f,Mern Hestehave,01-01-2024,"6","3","1978","2019","1960"
15899,12337669-d9ad-6b98-e053-d480220a5a3f,Lille Vasby,01-01-2024,"17","5","1978","2019","3344"
18812,12337669-e367-6b98-e053-d480220a5a3f,Ottestrup,01-01-2024,"12","5","1978","2019","1055"
13722,12337669-d94b-6b98-e053-d480220a5a3f,Nederland,01-01-2024,"25","13","1978","2019","2903"
16901,12337669-da0a-6b98-e053-d480220a5a3f,Søgård,01-01-2024,"14","4","1978","1993","2851"
11430,12337669-d2fd-6b98-e053-d480220a5a3f,Skamstrup,01-01-2024,"160","74","1978","2019","2829"
14858,12337669-d8f5-6b98-e053-d480220a5a3f,Kalby,01-01-2024,"27","10","1978","2019","2911"
17860,12337669-a1b1-6b98-e053-d480220a5a3f,Allindemagle,01-01-2024,"19","9","1978","2005","1046"
11838,12337669-d278-6b98-e053-d480220a5a3f,Nøkkentved,01-01-2024,"7","2","1978","2019","2821"
14873,12337669-d81b-6b98-e053-d480220a5a3f,Blangslev,01-01-2024,"116","45","2004","2019","2921"
11294,12337669-d8fe-6b98-e053-d480220a5a3f,Stenbæksholm,01-01-2024,"80","28","2010","2019","2930"
16513,12337669-dc97-6b98-e053-d480220a5a3f,Boserup,01-01-2024,"6","4","1978","2019","3182"
16485,12337669-d4a7-6b98-e053-d480220a5a3f,Tømmerup,01-01-2024,"75","35","1978","2019","2127"
18975,12337669-da5d-6b98-e053-d480220a5a3f,Skelbæk,01-01-2024,"22","7","1978","2019","2263"
18816,12337669-e36b-6b98-e053-d480220a5a3f,Adamshøj,01-01-2024,"21","8","1978","2019","1052"
10237,12337669-dce2-6b98-e053-d480220a5a3f,Farum,01-01-2024,"20426","8858","1978","2019","3341"
12958,12337669-dd96-6b98-e053-d480220a5a3f,Rolighed,01-01-2024,"11","3","1978","2019","3542"
14970,12337669-ddce-6b98-e053-d480220a5a3f,Næbbegård,01-01-2024,"5","2","1978","2019","2217"
15739,12337669-dbfc-6b98-e053-d480220a5a3f,Skovgårde,01-01-2024,"0","0","1978","2019","2801"
10039,12337669-db9d-6b98-e053-d480220a5a3f,Øm,01-01-2024,"450","172","2017","2019","2693"
15349,12337669-d862-6b98-e053-d480220a5a3f,Ingelstrup,01-01-2024,"14","3","2017","2019","1061"
15340,12337669-d154-6b98-e053-d480220a5a3f,Skåren,01-01-2024,"6","3","2010","2019","2930"
13711,12337669-da7b-6b98-e053-d480220a5a3f,Rubjerg,01-01-2024,"31","11","1978","2019","2022"
11906,12337669-d11e-6b98-e053-d480220a5a3f,Arløse Torp,01-01-2024,"10","5","1978","2019","2873"
17169,12337669-de4d-6b98-e053-d480220a5a3f,Græse,01-01-2024,"206","75","1978","2019","3148"
11324,12337669-d89d-6b98-e053-d480220a5a3f,Skov Torup,01-01-2024,"19","9","1985","2019","2937"
15084,12337669-d3f3-6b98-e053-d480220a5a3f,Vedbynørre Huse,01-01-2024,"4","2","1997","2019","2063"
18904,12337669-e3ca-6b98-e053-d480220a5a3f,Draget,01-01-2024,"0","0","1978","2019","2058"
15652,12337669-d876-6b98-e053-d480220a5a3f,Ulstrup,01-01-2024,"43","16","2017","2019","1061"
16482,12337669-d4a1-6b98-e053-d480220a5a3f,Andaks,01-01-2024,"18","8","1978","2019","2080"
15742,12337669-dc06-6b98-e053-d480220a5a3f,Skarndal,01-01-2024,"11","3","1978","2006","3156"
15318,12337669-d3b2-6b98-e053-d480220a5a3f,Sasserbro Huse,01-01-2024,"13","6","1978","2019","3393"
10748,12337669-d96c-6b98-e053-d480220a5a3f,Hareskovby,01-01-2024,"3871","1356","1978","2019","3339"
10132,12337669-dc34-6b98-e053-d480220a5a3f,Annisse Nord,01-01-2024,"1585","610","1978","2019","3169"
14480,12337669-d0f0-6b98-e053-d480220a5a3f,Vester Broby,01-01-2024,"53","23",,,
14660,12337669-db1f-6b98-e053-d480220a5a3f,Skee-Tåstrup,01-01-2024,"5","3","1978","2005","1046"
14483,12337669-d0f6-6b98-e053-d480220a5a3f,Kik-ud Huse,01-01-2024,"10","4","1992","2019","2894"
16322,12337669-db4f-6b98-e053-d480220a5a3f,Stubberup Huse,01-01-2024,"6","5","2017","2019","2020"
11346,12337669-d84a-6b98-e053-d480220a5a3f,Årløse,01-01-2024,"24","9","2017","2019","1061"
16056,12337669-d3da-6b98-e053-d480220a5a3f,Krogager Gårde,01-01-2024,"3","2","1978","2019","2121"
15869,12337669-d549-6b98-e053-d480220a5a3f,Høve,01-01-2024,"174","80","1978","2019","2151"
17181,12337669-a1e0-6b98-e053-d480220a5a3f,Nakke,01-01-2024,"59","25","1978","2019","2133"
10054,12337669-d706-6b98-e053-d480220a5a3f,Hårlev,01-01-2024,"2914","1364","2008","2019","2008"
18822,12337669-e372-6b98-e053-d480220a5a3f,Nyvænge,01-01-2024,"6","3","1978","2019","2830"
12328,12337669-ddaf-6b98-e053-d480220a5a3f,Tivoli,01-01-2024,"0","0","1978","2019","3542"
10015,12337669-db65-6b98-e053-d480220a5a3f,Gundsømagle,01-01-2024,"2760","1107","1990","2019","2246"
11471,12337669-dd65-6b98-e053-d480220a5a3f,Alléhusene,01-01-2024,"0","0","1978","2019","3431"
14609,12337669-daed-6b98-e053-d480220a5a3f,Cirkelhuse,01-01-2024,"7","3","1978","2005","1046"
14971,12337669-dc2d-6b98-e053-d480220a5a3f,Huseby,01-01-2024,"4","3","1978","2019","3169"
14638,12337669-d225-6b98-e053-d480220a5a3f,Søhuse,01-01-2024,"15","7","1978","2019","2038"
15497,12337669-e058-6b98-e053-d480220a5a3f,Langeledsgård,01-01-2024,"12","4","2010","2019","2035"
11601,12337669-d296-6b98-e053-d480220a5a3f,Tvede,01-01-2024,"11","3","1978","2019","2819"
13909,12337669-d7a8-6b98-e053-d480220a5a3f,Skovgårde,01-01-2024,"4","2","1978","2019","1963"
16026,12337669-d8b7-6b98-e053-d480220a5a3f,Grunderup,01-01-2024,"15","8","2006","2019","2939"
18772,12337669-dd20-6b98-e053-d480220a5a3f,Mikkelborg,01-01-2024,"933","494","1978","2000","2239"
14071,12337669-d7de-6b98-e053-d480220a5a3f,Røstofte,01-01-2024,"82","34","1978","2019","1966"
10308,12337669-d443-6b98-e053-d480220a5a3f,Bjerge,01-01-2024,"238","119","1978","2019","2090"
10392,12337669-d363-6b98-e053-d480220a5a3f,Ugerløse,01-01-2024,"923","415","1978","2019","2833"
16421,12337669-d169-6b98-e053-d480220a5a3f,Hårslev,01-01-2024,"61","29","1978","2019","2872"
10278,12337669-dec4-6b98-e053-d480220a5a3f,Dragør,01-01-2024,"12337","5370","1978","2019","3332"
10949,12337669-d954-6b98-e053-d480220a5a3f,Tybjerglille Bakker,01-01-2024,"329","150","1978","2019","2901"
11600,12337669-d295-6b98-e053-d480220a5a3f,Sankt Thomas Huse,01-01-2024,"9","4",,,
12437,12337669-dffe-6b98-e053-d480220a5a3f,Langebæk Stationsby,01-01-2024,"68","33","1978","2019","1960"
12632,12337669-d19e-6b98-e053-d480220a5a3f,Gerlev,01-01-2024,"91","41","1978","2019","2050"
12360,12337669-dda2-6b98-e053-d480220a5a3f,Høvelte,01-01-2024,"27","11","1978","2019","3432"
16074,12337669-d1cd-6b98-e053-d480220a5a3f,Halkevad,01-01-2024,"24","10","1978","2019","2047"
16140,12337669-d1d3-6b98-e053-d480220a5a3f,Lystager Torp,01-01-2024,"18","7","1978","2019","2871"
16553,12337669-d2ea-6b98-e053-d480220a5a3f,Regstrup,01-01-2024,"5","4","1978","2019","2816"
15000,12337669-d1b2-6b98-e053-d480220a5a3f,Trælleborg Gårde,01-01-2024,"4","1","1997","2019","2063"
16750,12337669-d715-6b98-e053-d480220a5a3f,Tåstrup,01-01-2024,"44","12","1978","2019","2011"
15362,12337669-d7f2-6b98-e053-d480220a5a3f,Snertinge,01-01-2024,"35","17","1978","2019","1964"
15223,12337669-e042-6b98-e053-d480220a5a3f,Assersmølle,01-01-2024,"3","2","1978","2019","2695"
16900,12337669-da06-6b98-e053-d480220a5a3f,Harrestrup,01-01-2024,"38","14","1978","2016","3359"
16816,12337669-d43d-6b98-e053-d480220a5a3f,Vejrbæk,01-01-2024,"33","12","2011","2019","3387"
16432,12337669-d813-6b98-e053-d480220a5a3f,Ring,01-01-2024,"118","54","1978","2019","2924"
16062,12337669-d3e4-6b98-e053-d480220a5a3f,Teglværkshuse,01-01-2024,"6","2","1997","2019","2063"
12681,12337669-ddb9-6b98-e053-d480220a5a3f,Bendstrup,01-01-2024,"50","17","1978","2019","2212"
10423,12337669-d320-6b98-e053-d480220a5a3f,Eskebjerg,01-01-2024,"252","125","1978","2019","2104"
14872,12337669-d81a-6b98-e053-d480220a5a3f,Askov Huse,01-01-2024,"66","22","1978","2019","2919"
16051,12337669-dc2a-6b98-e053-d480220a5a3f,Borup,01-01-2024,"86","19","1978","2019","2223"
18919,12337669-e3dc-6b98-e053-d480220a5a3f,Kongskilde Landsby,01-01-2024,"48","20","1978","2019","3394"
16060,12337669-d3e2-6b98-e053-d480220a5a3f,Øster Stillinge,01-01-2024,"95","38","1978","2019","2037"
12678,12337669-d16f-6b98-e053-d480220a5a3f,Bankehuse,01-01-2024,"10","4","1978","2019","2062"
15864,12337669-d25e-6b98-e053-d480220a5a3f,Uglerup,01-01-2024,"54","22","1978","2019","2807"
12811,12337669-de69-6b98-e053-d480220a5a3f,Skelbæk,01-01-2024,"20","5","1978","2019","3147"
15486,12337669-d559-6b98-e053-d480220a5a3f,Tjørneholm,01-01-2024,"3","2","1978","2019","2129"
10062,12337669-d375-6b98-e053-d480220a5a3f,Dianalund,01-01-2024,"4093","2059","2011","2019","3387"
12620,12337669-d18a-6b98-e053-d480220a5a3f,Ærtebjerg,01-01-2024,"25","7","1978","2019","2062"
13719,12337669-da86-6b98-e053-d480220a5a3f,Østervang,01-01-2024,"60","26","1978","2019","2031"
13644,12337669-dbc3-6b98-e053-d480220a5a3f,Langtved,01-01-2024,"5","4","1978","2019","2671"
18796,12337669-e351-6b98-e053-d480220a5a3f,Ornebjerg Vrå,01-01-2024,"11","5","2009","2019","1969"
16050,12337669-dc24-6b98-e053-d480220a5a3f,Kolsbæk Huse,01-01-2024,"26","7","1978","2019","3171"
15227,12337669-e04a-6b98-e053-d480220a5a3f,Gevninge Old,01-01-2024,"10","2","1978","2019","2686"
16897,12337669-da02-6b98-e053-d480220a5a3f,Østrup,01-01-2024,"50","18","2008","2014","2249"
13914,12337669-d7ae-6b98-e053-d480220a5a3f,Gederød,01-01-2024,"5","2","1987","2019","1953"
18789,12337669-e346-6b98-e053-d480220a5a3f,Bøgebjerg,01-01-2024,"6","3","1994","2019","2000"
18875,12337669-e3a6-6b98-e053-d480220a5a3f,Sømmermose,01-01-2024,"3","2","1978","2019","2057"
16418,12337669-d768-6b98-e053-d480220a5a3f,Togeholt,01-01-2024,"39","16","1978","2019","1948"
16227,12337669-d2df-6b98-e053-d480220a5a3f,Bjergsted,01-01-2024,"161","66","1978","2019","2110"
10683,12337669-de4c-6b98-e053-d480220a5a3f,Frederikssund,01-01-2024,"17244","8171","1978","2006","3156"
10489,12337669-d270-6b98-e053-d480220a5a3f,Tuse,01-01-2024,"1361","522","1978","2019","2827"
10855,12337669-da48-6b98-e053-d480220a5a3f,Osted,01-01-2024,"2266","898","2006","2019","2701"
11829,12337669-d0eb-6b98-e053-d480220a5a3f,Stenstrup,01-01-2024,"23","11","1978","2019","3394"
15545,12337669-dbe7-6b98-e053-d480220a5a3f,Abbetved,01-01-2024,"52","18",,,
16758,12337669-d71f-6b98-e053-d480220a5a3f,Strøbylille,01-01-2024,"45","18","1978","2019","1996"
16030,12337669-d45a-6b98-e053-d480220a5a3f,Dalby,01-01-2024,"39","15","1978","2019","2122"
15664,12337669-d161-6b98-e053-d480220a5a3f,Høve,01-01-2024,"70","32","1978","2019","2053"
16138,12337669-d7fa-6b98-e053-d480220a5a3f,Oreby,01-01-2024,"33","21","1978","2019","1968"
16292,12337669-db3b-6b98-e053-d480220a5a3f,Ny Tolstrup,01-01-2024,"141","59","1978","2019","2702"
13707,12337669-da72-6b98-e053-d480220a5a3f,Højelse,01-01-2024,"57","22","1978","2019","2024"
10274,12337669-da05-6b98-e053-d480220a5a3f,Egebjerg,01-01-2024,"6380","2847","1978","2016","3359"
10230,12337669-de17-6b98-e053-d480220a5a3f,Vinderød,01-01-2024,"1055","469","1986","2019","3162"
16450,12337669-de28-6b98-e053-d480220a5a3f,Lindebjerggård,01-01-2024,"5","2","1978","2019","2223"
16079,12337669-da8c-6b98-e053-d480220a5a3f,Kulerup,01-01-2024,"44","16","1978","2019","2030"
12911,12337669-d177-6b98-e053-d480220a5a3f,Lundby,01-01-2024,"78","35","1978","2019","2062"
11458,12337669-d1a7-6b98-e053-d480220a5a3f,Løvesbjerg Gårde,01-01-2024,"8","2","1997","2019","2063"
13503,12337669-ddf9-6b98-e053-d480220a5a3f,Teglværkshuse,01-01-2024,"18","8","1978","2019","2219"
15322,12337669-d13d-6b98-e053-d480220a5a3f,Nyboder,01-01-2024,"10","7","1978","2019","2878"
10330,12337669-d755-6b98-e053-d480220a5a3f,Kalvehave,01-01-2024,"585","311","2006","2019","1959"
11731,12337669-d2d7-6b98-e053-d480220a5a3f,Høed,01-01-2024,"29","12","1978","2019","2817"
14855,12337669-d8ed-6b98-e053-d480220a5a3f,Rækken,01-01-2024,"23","12","1978","2019","2934"
10484,12337669-d4c8-6b98-e053-d480220a5a3f,Rørby,01-01-2024,"728","366","1978","2019","2085"
11373,12337669-d858-6b98-e053-d480220a5a3f,Damhuse,01-01-2024,"17","5","2008","2019","2008"
14670,12337669-da2f-6b98-e053-d480220a5a3f,Vendals Bakke,01-01-2024,"16","6","2010","2019","2869"
14646,12337669-d231-6b98-e053-d480220a5a3f,Mindeshoved,01-01-2024,"3","2","1978","2019","2062"
11569,12337669-d32e-6b98-e053-d480220a5a3f,Maglebjerg,01-01-2024,"20","9","1978","2019","2812"
11315,12337669-d893-6b98-e053-d480220a5a3f,Nielstrup,01-01-2024,"90","36","1978","2019","2936"
13929,12337669-d7c8-6b98-e053-d480220a5a3f,Balle Skovhuse,01-01-2024,"13","6","1978","2019","1960"
10882,12337669-d7bd-6b98-e053-d480220a5a3f,Nyråd,01-01-2024,"2518","1190","2009","2019","1969"
17402,12337669-a19a-6b98-e053-d480220a5a3f,Grønlandsgårde,01-01-2024,"3","3","1992","2019","2894"
16044,12337669-d402-6b98-e053-d480220a5a3f,Lambæk,01-01-2024,"13","4","1978","2019","3383"
13668,12337669-da4d-6b98-e053-d480220a5a3f,Søster Svenstrup,01-01-2024,"50","17","2010","2019","2266"
15651,12337669-d871-6b98-e053-d480220a5a3f,Teglværkshuse,01-01-2024,"7","5","1987","2019","2943"
12361,12337669-dda3-6b98-e053-d480220a5a3f,Sønderskov,01-01-2024,"27","10","1978","2019","3432"
16842,12337669-d938-6b98-e053-d480220a5a3f,Vrangstrup Huse,01-01-2024,"23","10","1992","2019","2894"
13188,12337669-d95e-6b98-e053-d480220a5a3f,Ny Frederiksdal,01-01-2024,"10","6","1978","2019","3334"
16862,12337669-dc61-6b98-e053-d480220a5a3f,Holtet,01-01-2024,"5","3","1995","2019","1062"
12363,12337669-dda5-6b98-e053-d480220a5a3f,Kattehale,01-01-2024,"22","10","1978","2019","3432"
16876,12337669-d41a-6b98-e053-d480220a5a3f,Kongsted,01-01-2024,"60","26","1978","2019","3380"
14467,12337669-d484-6b98-e053-d480220a5a3f,Stenmose,01-01-2024,"9","4","2001","2019","2125"
12452,12337669-d777-6b98-e053-d480220a5a3f,Vesterskov,01-01-2024,"16","6","1978","2019","1938"
11424,12337669-d2f7-6b98-e053-d480220a5a3f,Grønningehuse,01-01-2024,"7","3","1978","2019","2829"
16052,12337669-d3ce-6b98-e053-d480220a5a3f,Gudum,01-01-2024,"26","14","1997","2019","2063"
14697,12337669-d73b-6b98-e053-d480220a5a3f,Vråby,01-01-2024,"46","21","2008","2019","2008"
16080,12337669-da8e-6b98-e053-d480220a5a3f,Lerbæk,01-01-2024,"21","7","1978","2019","2025"
15341,12337669-d156-6b98-e053-d480220a5a3f,Skraverup Huse,01-01-2024,"47","19","2010","2019","2930"
14667,12337669-da23-6b98-e053-d480220a5a3f,Karlstrup,01-01-2024,"181","68","1978","2019","1042"
18979,3c888350-378a-8fe4-e053-d480220a14dc,Vemmelev,01-01-2024,"2052","863","1978","2019","2040"
11721,12337669-d107-6b98-e053-d480220a5a3f,Haldagerlille,01-01-2024,"57","25","1978","2019","2871"
12465,12337669-d785-6b98-e053-d480220a5a3f,Sølperup,01-01-2024,"7","5","2004","2019","2921"
15495,12337669-e055-6b98-e053-d480220a5a3f,Knudsbjerg,01-01-2024,"15","7","1990","2019","2246"
10179,12337669-dc0a-6b98-e053-d480220a5a3f,Venslev,01-01-2024,"234","115","1978","2019","3132"
16555,12337669-d2ec-6b98-e053-d480220a5a3f,Storkehuse,01-01-2024,"11","3","1978","2019","2816"
12802,12337669-de5a-6b98-e053-d480220a5a3f,Snostrup,01-01-2024,"90","36","1978","2019","3155"
11800,12337669-d4df-6b98-e053-d480220a5a3f,Øret,01-01-2024,"0","0","1978","2019","2070"
11468,12337669-dd5e-6b98-e053-d480220a5a3f,Børstingerød,01-01-2024,"22","8","1978","2019","2219"
18810,12337669-e365-6b98-e053-d480220a5a3f,Stokkemose,01-01-2024,"8","3","1978","2005","1046"
13219,12337669-dcd1-6b98-e053-d480220a5a3f,Hågendrup,01-01-2024,"16","5","1978","2019","3171"
16428,12337669-d80c-6b98-e053-d480220a5a3f,Kyllebæk Huse,01-01-2024,"10","4","1978","2019","2924"
18791,12337669-e348-6b98-e053-d480220a5a3f,Mandehoved,01-01-2024,"114","63","2011","2019","2006"
11839,12337669-d279-6b98-e053-d480220a5a3f,Butterup,01-01-2024,"34","14","1978","2019","2827"
12801,12337669-de59-6b98-e053-d480220a5a3f,Skenkelsø,01-01-2024,"78","32","1994","2019","4083"
11334,12337669-d8a9-6b98-e053-d480220a5a3f,Smut-igennem,01-01-2024,"5","3","1978","2019","2909"
16083,12337669-da94-6b98-e053-d480220a5a3f,Vollerslev,01-01-2024,"58","25","1978","2019","2031"
15999,12337669-d72d-6b98-e053-d480220a5a3f,Pebringe,01-01-2024,"16","7","1978","2019","2944"
16671,12337669-dba9-6b98-e053-d480220a5a3f,Løkkehuse,01-01-2024,"0","0","1978","2019","2864"
17182,12337669-a1e6-6b98-e053-d480220a5a3f,Allindemagle Ø,01-01-2024,"16","6","1978","2005","1046"
13217,12337669-dcce-6b98-e053-d480220a5a3f,Fjellenstrup,01-01-2024,"26","9","1978","2019","3176"
16511,12337669-dc92-6b98-e053-d480220a5a3f,Øllemose,01-01-2024,"10","4","1978","2019","3171"
16434,12337669-d815-6b98-e053-d480220a5a3f,Vejlebro,01-01-2024,"7","3","1978","2019","2924"
10137,12337669-d947-6b98-e053-d480220a5a3f,Teestrup,01-01-2024,"232","107","2017","2019","1061"
14644,12337669-d22e-6b98-e053-d480220a5a3f,Gadehuse,01-01-2024,"12","5","1978","2019","2062"
10337,12337669-dd51-6b98-e053-d480220a5a3f,Nærum,01-01-2024,"5645","2966","1978","2019","2240"
15327,12337669-d144-6b98-e053-d480220a5a3f,Agerup,01-01-2024,"49","22","1978","2019","2883"
16810,12337669-d529-6b98-e053-d480220a5a3f,Bognæs,01-01-2024,"34","13","1978","2019","2141"
15658,12337669-d884-6b98-e053-d480220a5a3f,Holtehuse,01-01-2024,"4","2","1987","2019","2943"
10612,12337669-d798-6b98-e053-d480220a5a3f,Præstø,01-01-2024,"3880","2167","1978","2019","1942"
11837,12337669-d276-6b98-e053-d480220a5a3f,Hyrdehuse,01-01-2024,"10","4","1978","2019","2818"
10751,12337669-d79d-6b98-e053-d480220a5a3f,Skibinge,01-01-2024,"353","161","1995","2019","1952"
10309,12337669-d449-6b98-e053-d480220a5a3f,Gørlev,01-01-2024,"2378","1242","2005","2019","2126"
15310,12337669-d3a3-6b98-e053-d480220a5a3f,Bjernede,01-01-2024,"152","65","1978","2016","3391"
15410,12337669-db26-6b98-e053-d480220a5a3f,Svineold,01-01-2024,"6","3","1978","2019","2837"
16137,12337669-d7f9-6b98-e053-d480220a5a3f,Næs,01-01-2024,"10","5","1978","2019","1935"
16722,12337669-d833-6b98-e053-d480220a5a3f,Kostræde,01-01-2024,"46","15","1992","2019","1933"
14572,12337669-d889-6b98-e053-d480220a5a3f,Rode,01-01-2024,"111","42","1987","2019","2943"
10947,12337669-da8a-6b98-e053-d480220a5a3f,Gørslev,01-01-2024,"192","71","1978","2019","2031"
12574,12337669-de3d-6b98-e053-d480220a5a3f,Kvinderup,01-01-2024,"47","18","2008","2019","3154"
14636,12337669-d221-6b98-e053-d480220a5a3f,Hulby,01-01-2024,"65","28","1978","2019","2038"
14952,12337669-d422-6b98-e053-d480220a5a3f,Ny Tågerup,01-01-2024,"17","7","1978","2019","3380"
16833,12337669-d928-6b98-e053-d480220a5a3f,Nørregårde,01-01-2024,"8","3","1978","2019","2899"
10007,12337669-dd09-6b98-e053-d480220a5a3f,Kvistgård,01-01-2024,"1142","430","1995","2019","1062"
15488,12337669-d55c-6b98-e053-d480220a5a3f,Mastrup,01-01-2024,"15","9","1978","2016","2066"
15080,12337669-d3ed-6b98-e053-d480220a5a3f,Ottestrup,01-01-2024,"25","6","1997","2019","2063"
10422,12337669-d315-6b98-e053-d480220a5a3f,Hørve,01-01-2024,"2357","1148","1978","2019","2157"
13386,12337669-ddf0-6b98-e053-d480220a5a3f,Harløse,01-01-2024,"66","26","1978","2019","2217"
11801,12337669-d4e0-6b98-e053-d480220a5a3f,Ågerup,01-01-2024,"19","10","1978","2019","2071"
13645,12337669-dbc6-6b98-e053-d480220a5a3f,Oldhuse,01-01-2024,"16","11","2009","2019","2850"
15851,12337669-d24c-6b98-e053-d480220a5a3f,Dalmose,01-01-2024,"14","3","1978","2019","2807"
15328,12337669-d145-6b98-e053-d480220a5a3f,Bistrup,01-01-2024,"58","25","1978","2019","2885"
14857,12337669-d8f0-6b98-e053-d480220a5a3f,Bonderup,01-01-2024,"27","9","1978","1994","2913"
15944,12337669-e064-6b98-e053-d480220a5a3f,Ravnsholte,01-01-2024,"0","0",,,
16321,12337669-db4e-6b98-e053-d480220a5a3f,Stubberup,01-01-2024,"159","67","2017","2019","2020"
10299,12337669-dd68-6b98-e053-d480220a5a3f,Uvelse,01-01-2024,"1065","444","1978","2019","2229"
10029,12337669-db78-6b98-e053-d480220a5a3f,Gershøj,01-01-2024,"696","322","1978","2019","2649"
10136,12337669-dc57-6b98-e053-d480220a5a3f,Hellebæk,01-01-2024,"5846","2584","1995","2019","1062"
