bebyggelse,indbygge_1,indbygge_2,indbygge_3,indbygge_4,indbygge_5,start,end,WSAID
18793,12337669-e34b-6b98-e053-d480220a5a3f,Nysø,01-01-2024,"16","9","1978","2019","1942"
,,,,,,"2006","2019","4348"
,,,,,,"1978","1993","2851"
,,,,,,"1978","2019","2837"
,,,,,,"1978","2019","3146"
,,,,,,"1978","2019","2145"
,,,,,,"1978","2019","2909"
,,,,,,"1978","2019","2033"
,,,,,,"1997","2019","2951"
,,,,,,"1997","2019","2951"
,,,,,,"1978","2019","2675"
,,,,,,"1978","2019","3177"
,,,,,,"1978","2019","3171"
,,,,,,"1987","2019","2943"
,,,,,,"1978","2019","2650"
,,,,,,"1978","2019","2944"
,,,,,,"1978","2019","2898"
,,,,,,"1978","2019","2944"
,,,,,,"1978","2019","1964"
,,,,,,"1978","2019","1050"
,,,,,,"1978","2019","2044"
,,,,,,"2009","2019","2119"
,,,,,,"1978","2019","2118"
,,,,,,"2017","2019","3392"
,,,,,,"1992","2019","2029"
,,,,,,"1978","2019","3383"
,,,,,,"1978","2019","2828"
,,,,,,"2017","2019","3392"
,,,,,,"2001","2019","2125"
,,,,,,"1999","2000","4212"
,,,,,,"1978","2019","2871"
,,,,,,"1978","2019","2121"
,,,,,,"1978","2019","2044"
,,,,,,"2001","2019","2125"
,,,,,,"1978","2019","1060"
,,,,,,"1978","2019","2052"
,,,,,,"1978","2019","2048"
,,,,,,"1978","2019","2899"
,,,,,,"1978","2019","2037"
,,,,,,"1978","2019","2099"
,,,,,,"1978","2019","2899"
,,,,,,"1978","2019","2899"
,,,,,,"1978","2019","2104"
,,,,,,"1978","2019","2043"
,,,,,,"1978","2019","2040"
,,,,,,"1978","2019","2045"
,,,,,,"1978","2019","2877"
,,,,,,"1978","2019","2874"
,,,,,,,,
,,,,,,"1978","2019","2808"
,,,,,,"1978","2019","2062"
,,,,,,"1978","2019","2117"
,,,,,,"1978","2019","3385"
,,,,,,"1978","2019","2952"
,,,,,,"1978","2019","2882"
15977,12337669-ddd2-6b98-e053-d480220a5a3f,Skovrødgård,01-01-2024,"6","2","1978","2019","2218"
,,,,,,"1978","2019","2117"
,,,,,,"1978","2019","2871"
,,,,,,"1978","2019","2151"
18835,12337669-d528-6b98-e053-d480220a5a3f,Atterup Huse,01-01-2024,"19","10","2008","2019","2148"
,,,,,,"2011","2019","3387"
,,,,,,"2006","2019","2939"
,,,,,,"1978","2019","2151"
,,,,,,"1978","2019","2815"
,,,,,,"1978","2019","2819"
,,,,,,"1997","2019","2951"
,,,,,,"1978","2019","2140"
,,,,,,"2008","2019","2148"
,,,,,,"1978","2019","2144"
,,,,,,"2009","2019","1969"
,,,,,,"1978","2019","2012"
,,,,,,"1978","2019","1960"
,,,,,,"1978","2005","1046"
,,,,,,"1978","2019","3178"
,,,,,,"1978","2019","1064"
,,,,,,"1995","2019","1062"
,,,,,,"1978","2019","2842"
,,,,,,"1978","2019","2677"
,,,,,,"1978","2019","2221"
16873,12337669-d413-6b98-e053-d480220a5a3f,Ærtebjerg,01-01-2024,"9","4","1978","2019","2117"
,,,,,,"1978","2005","1046"
,,,,,,"2009","2019","2850"
,,,,,,"1978","2019","1064"
,,,,,,"1978","2019","3331"
,,,,,,"1978","2019","3564"
,,,,,,"1995","2019","1062"
,,,,,,"1995","2019","1062"
,,,,,,"1995","2019","1062"
,,,,,,"1995","2019","1062"
,,,,,,"1978","2019","2221"
,,,,,,"1995","2019","1062"
,,,,,,"1978","2019","3128"
,,,,,,"1978","2019","3169"
,,,,,,"1995","2019","1062"
11765,12337669-d0e0-6b98-e053-d480220a5a3f,Esholte,01-01-2024,"11","4","1978","2019","2045"
,,,,,,"1978","2019","3180"
,,,,,,"1995","2019","1062"
,,,,,,"2011","2019","2006"
,,,,,,"1978","2019","3158"
,,,,,,"1978","2019","3171"
,,,,,,"1978","2019","3159"
70596,12337669-dc18-6b98-e053-d480220a5a3f,Vellerup Sommerby,01-01-2024,"384","234","1978","2019","3128"
,,,,,,"1978","2019","4686"
,,,,,,"1978","2019","1064"
,,,,,,"1978","2006","3156"
18930,12337669-e3ea-6b98-e053-d480220a5a3f,Ordrup Render,01-01-2024,"6","3","1978","2019","2155"
,,,,,,"1978","2019","2212"
,,,,,,"1978","2019","3159"
,,,,,,"1978","2019","2864"
,,,,,,"1978","2019","1065"
,,,,,,"1997","2019","2063"
,,,,,,"1978","2019","2918"
,,,,,,"1978","2019","3177"
,,,,,,"1978","2019","3345"
,,,,,,"1978","2019","3176"
,,,,,,"1978","2019","3138"
,,,,,,"1978","1989","4028"
,,,,,,"1988","2019","2019"
,,,,,,"1978","2019","2137"
,,,,,,"1978","2019","2231"
,,,,,,"1978","2019","2231"
,,,,,,"1978","2019","1932"
,,,,,,"1978","2019","1965"
,,,,,,"1978","2019","2032"
,,,,,,"1978","2007","4352"
,,,,,,"2007","2019","2861"
,,,,,,"1978","2019","1964"
,,,,,,"2010","2019","2266"
,,,,,,"2008","2019","2148"
,,,,,,"2003","2019","2836"
,,,,,,"2008","2019","2148"
,,,,,,"1978","2019","1993"
,,,,,,"1995","2019","1062"
,,,,,,"1978","2019","2231"
,,,,,,"1997","2019","2063"
,,,,,,"1992","2019","2029"
,,,,,,"1978","2019","2853"
,,,,,,"1978","2019","2081"
,,,,,,"1978","2019","2136"
,,,,,,"1978","2019","2091"
,,,,,,"1989","2019","3175"
,,,,,,"1978","2019","3427"
,,,,,,"1978","2019","3427"
,,,,,,"2006","2019","4348"
,,,,,,"1978","2016","3359"
,,,,,,"1978","2019","2215"
18894,12337669-e3c1-6b98-e053-d480220a5a3f,Damsbro,01-01-2024,"21","9","1978","2019","2053"
,,,,,,"1978","2019","2231"
,,,,,,"2013","2019","3157"
,,,,,,"1978","2019","2909"
,,,,,,"1978","2019","3147"
,,,,,,"1978","2019","2909"
,,,,,,"2010","2019","2035"
,,,,,,"1978","2019","2880"
,,,,,,"1995","2019","1062"
,,,,,,"1978","2019","2229"
,,,,,,"1978","2019","1057"
,,,,,,"2017","2019","1061"
,,,,,,"2011","2019","1936"
,,,,,,"1996","2019","2667"
,,,,,,"2008","2019","2008"
,,,,,,"1978","2019","2931"
,,,,,,"1978","2019","2062"
,,,,,,"1978","2019","3176"
,,,,,,"1989","2019","3175"
,,,,,,"1978","2019","2873"
,,,,,,"1978","2019","2866"
,,,,,,"1978","2019","2944"
,,,,,,"1990","2005","4479"
,,,,,,"2009","2019","1955"
,,,,,,"1978","1991","4453"
,,,,,,"1978","2019","2076"
,,,,,,"1978","2019","3564"
,,,,,,"2000","2019","1995"
13648,12337669-dbca-6b98-e053-d480220a5a3f,Jenslev,01-01-2024,"81","29","1978","2019","2664"
,,,,,,"1978","2019","2952"
70603,12337669-d8cd-6b98-e053-d480220a5a3f,Stubberne,01-01-2024,"51","31","1978","2019","2952"
,,,,,,"1978","2019","3563"
16911,12337669-d131-6b98-e053-d480220a5a3f,Stubberup,01-01-2024,"7","4","1978","2019","2928"
,,,,,,"1978","2019","2868"
,,,,,,"1994","2019","1039"
13850,12337669-dcb1-6b98-e053-d480220a5a3f,Sletelte,01-01-2024,"28","11","1989","2019","3175"
11830,12337669-d0ec-6b98-e053-d480220a5a3f,Topshøj,01-01-2024,"23","9","1978","2019","3394"
16284,12337669-dd08-6b98-e053-d480220a5a3f,Roland,01-01-2024,"4","2","1978","2019","2232"
,,,,,,"1978","2019","1058"
11287,12337669-d382-6b98-e053-d480220a5a3f,Pedersborg Huse,01-01-2024,"44","13","2017","2019","3392"
,,,,,,"1978","2019","2929"
13720,12337669-da88-6b98-e053-d480220a5a3f,Bøgede,01-01-2024,"19","6","2017","2019","2020"
18768,12337669-d83f-6b98-e053-d480220a5a3f,Gammel Lundby,01-01-2024,"146","62","2011","2019","1936"
13432,12337669-dbbc-6b98-e053-d480220a5a3f,Ebberup Mosehuse,01-01-2024,"43","20","1978","2019","2845"
13921,12337669-d7b8-6b98-e053-d480220a5a3f,Tjørnehoved,01-01-2024,"33","16","1987","2019","1953"
12464,12337669-d783-6b98-e053-d480220a5a3f,Sjolte Strandhuse,01-01-2024,"44","23","2004","2019","2921"
11827,12337669-d0e9-6b98-e053-d480220a5a3f,Næblerød,01-01-2024,"29","10","1978","2019","2045"
16324,12337669-db51-6b98-e053-d480220a5a3f,Valsølille,01-01-2024,"44","16","1978","2005","1046"
15255,12337669-d53e-6b98-e053-d480220a5a3f,Sidinge,01-01-2024,"22","10","1978","2019","2144"
13927,12337669-d7c4-6b98-e053-d480220a5a3f,Ørslev Lillevang,01-01-2024,"18","6","1978","2019","1965"
10438,12337669-d32a-6b98-e053-d480220a5a3f,Snertinge,01-01-2024,"901","447","1978","2019","2103"
18985,12337669-d80e-6b98-e053-d480220a5a3f,Myrup,01-01-2024,"49","20","1978","2019","2926"
13931,12337669-d7ca-6b98-e053-d480220a5a3f,Øster Egesborg,01-01-2024,"51","20","1978","2019","1966"
14468,12337669-d485-6b98-e053-d480220a5a3f,Venemose,01-01-2024,"6","3","1978","2019","2124"
11422,12337669-d2f3-6b98-e053-d480220a5a3f,Bennebo Huse,01-01-2024,"7","2","1978","2019","2829"
14466,12337669-d482-6b98-e053-d480220a5a3f,Mullerup Havn,01-01-2024,"15","7","2007","2019","2123"
16685,12337669-dab9-6b98-e053-d480220a5a3f,Lille Dalby,01-01-2024,"25","11","1978","2019","2026"
16793,12337669-dade-6b98-e053-d480220a5a3f,Lønninge,01-01-2024,"4","3","1978","2019","1060"
12617,12337669-d187-6b98-e053-d480220a5a3f,Tystofte,01-01-2024,"38","12","1978","2019","2062"
16996,12337669-d31a-6b98-e053-d480220a5a3f,Råskov Huse,01-01-2024,"8","4","1978","2019","2157"
11462,12337669-d1ac-6b98-e053-d480220a5a3f,Skørpinge,01-01-2024,"99","39","1978","2019","2048"
12795,12337669-de49-6b98-e053-d480220a5a3f,Tørslev,01-01-2024,"63","24","1978","2006","3156"
14640,12337669-d228-6b98-e053-d480220a5a3f,Vester Bøgebjerg,01-01-2024,"4","3","1978","2019","2041"
15544,12337669-dbe3-6b98-e053-d480220a5a3f,Vennelyst,01-01-2024,"18","8","1978","2019","2675"
15007,12337669-d754-6b98-e053-d480220a5a3f,Stavreby Bådehavn,01-01-2024,"3","2","1978","2019","1950"
15361,12337669-d7f1-6b98-e053-d480220a5a3f,Neble,01-01-2024,"13","7","1978","2019","1964"
15676,12337669-dbee-6b98-e053-d480220a5a3f,Uglestrup,01-01-2024,"46","26","1996","2019","2667"
14587,12337669-dd33-6b98-e053-d480220a5a3f,Sjælsmark,01-01-2024,"32","11","2001","2019","4674"
10063,12337669-d38c-6b98-e053-d480220a5a3f,Gyrstinge,01-01-2024,"351","145","1978","2019","1060"
15487,12337669-d55b-6b98-e053-d480220a5a3f,Kongstrup,01-01-2024,"14","8","2017","2019","4205"
10256,12337669-dad2-6b98-e053-d480220a5a3f,Nordrup,01-01-2024,"328","138","1978","2019","1053"
15645,12337669-d867-6b98-e053-d480220a5a3f,Kæderup,01-01-2024,"13","7","1987","2019","2943"
10266,12337669-d910-6b98-e053-d480220a5a3f,Toksværd,01-01-2024,"844","362","1978","2019","2910"
16248,12337669-d356-6b98-e053-d480220a5a3f,Nyrup,01-01-2024,"21","8","1978","2019","2833"
18394,12337669-d9a5-6b98-e053-d480220a5a3f,Sengeløse,01-01-2024,"1496","590","1978","2019","3350"
16571,12337669-d36c-6b98-e053-d480220a5a3f,Rude-Eskilstrup,01-01-2024,"29","12","1978","2019","3386"
11570,12337669-d32f-6b98-e053-d480220a5a3f,Nordgårde,01-01-2024,"7","2","1978","2019","2812"
14859,12337669-d8f6-6b98-e053-d480220a5a3f,Ladby,01-01-2024,"86","37","2010","2019","2930"
15863,12337669-d25b-6b98-e053-d480220a5a3f,Plejerup,01-01-2024,"12","7","2008","2019","2148"
18990,12337669-d445-6b98-e053-d480220a5a3f,Flinterup,01-01-2024,"46","21","2005","2019","2126"
12350,12337669-e020-6b98-e053-d480220a5a3f,Rønnekilde,01-01-2024,"45","19","1978","2019","2816"
11333,12337669-d8a8-6b98-e053-d480220a5a3f,Nyprøve,01-01-2024,"14","8","1978","2019","2917"
16802,12337669-d516-6b98-e053-d480220a5a3f,Åstofte,01-01-2024,"26","12","1978","2019","2151"
10260,12337669-d9f8-6b98-e053-d480220a5a3f,Herringløse,01-01-2024,"379","156","1978","2019","2250"
13385,12337669-ddee-6b98-e053-d480220a5a3f,Freerslev,01-01-2024,"75","28","1978","2019","2218"
10314,12337669-da17-6b98-e053-d480220a5a3f,Strøby Egede,01-01-2024,"5076","2234","1978","1999","4022"
18939,12337669-e3f4-6b98-e053-d480220a5a3f,Bogmose,01-01-2024,"7","3","1988","2019","2938"
18980,12337669-a1e3-6b98-e053-d480220a5a3f,Ølstykke,01-01-2024,"14811","6018","1978","1993","2851"
11293,12337669-d38f-6b98-e053-d480220a5a3f,Hedemose,01-01-2024,"23","9","1978","2019","1060"
12814,12337669-de6e-6b98-e053-d480220a5a3f,Seksgårde,01-01-2024,"0","0","1978","2006","3156"
13728,12337669-d953-6b98-e053-d480220a5a3f,Øverste Række,01-01-2024,"20","6","2017","2019","1061"
10391,12337669-d35b-6b98-e053-d480220a5a3f,Stenlille,01-01-2024,"2048","1034","2008","2019","3384"
16739,12337669-d708-6b98-e053-d480220a5a3f,Hestehave Huse,01-01-2024,"79","31","2008","2019","2008"
12327,12337669-ddad-6b98-e053-d480220a5a3f,Teglværkshuse,01-01-2024,"15","6","1978","2019","3432"
16609,12337669-d390-6b98-e053-d480220a5a3f,Teglmose,01-01-2024,"3","2","2017","2019","3392"
16293,12337669-db3c-6b98-e053-d480220a5a3f,Allindelille,01-01-2024,"72","35","1978","2005","1046"
16412,12337669-d9df-6b98-e053-d480220a5a3f,Lunden,01-01-2024,"13","5","1978","2019","2855"
14694,12337669-d737-6b98-e053-d480220a5a3f,Store Tårnby,01-01-2024,"177","78","1978","2019","2007"
10072,12337669-d84b-6b98-e053-d480220a5a3f,Haslev,01-01-2024,"12488","5859","2017","2019","1061"
10135,12337669-dc4a-6b98-e053-d480220a5a3f,Hornbæk,01-01-2024,"3761","1779","1978","2019","1065"
16072,12337669-d1c9-6b98-e053-d480220a5a3f,Fårdrup,01-01-2024,"109","48","1978","2019","2051"
16419,12337669-d166-6b98-e053-d480220a5a3f,Sønderupsønder,01-01-2024,"40","17","1978","2019","2052"
14456,12337669-d4ef-6b98-e053-d480220a5a3f,Lumsås,01-01-2024,"136","79","1978","2019","2130"
11461,12337669-d1aa-6b98-e053-d480220a5a3f,Seerdrup,01-01-2024,"24","12","1978","2019","2050"
10372,12337669-d2af-6b98-e053-d480220a5a3f,Kvanløse,01-01-2024,"261","103","1978","2019","2848"
16426,12337669-d80a-6b98-e053-d480220a5a3f,Borup,01-01-2024,"14","7","2010","2019","2930"
15240,12337669-dc4b-6b98-e053-d480220a5a3f,Ravnebakke,01-01-2024,"4","1","1995","2019","1062"
10255,12337669-dad0-6b98-e053-d480220a5a3f,Kværkeby,01-01-2024,"589","236","1978","2019","1051"
11500,12337669-dd1a-6b98-e053-d480220a5a3f,Fredtofte,01-01-2024,"33","8","1978","2019","2233"
14479,12337669-d48c-6b98-e053-d480220a5a3f,Illerup,01-01-2024,"36","17","1978","2019","2077"
18921,12337669-e3df-6b98-e053-d480220a5a3f,Bjergsted Bakker,01-01-2024,"18","7","1978","2019","2110"
10220,12337669-dd45-6b98-e053-d480220a5a3f,Høsterkøb,01-01-2024,"321","104","1978","2019","2241"
15502,12337669-e05e-6b98-e053-d480220a5a3f,Læbro,01-01-2024,"12","6","2008","2019","2008"
15257,12337669-d541-6b98-e053-d480220a5a3f,Unnerud,01-01-2024,"31","14","1978","2019","2144"
12490,12337669-d793-6b98-e053-d480220a5a3f,Jungshoved By,01-01-2024,"90","45","1978","2019","1949"
10074,12337669-d853-6b98-e053-d480220a5a3f,Ørslev,01-01-2024,"662","288","1978","2019","1055"
18889,12337669-e3b9-6b98-e053-d480220a5a3f,Ellemose,01-01-2024,"10","5","1978","2019","2051"
16875,12337669-d417-6b98-e053-d480220a5a3f,Hedeboryde,01-01-2024,"25","14","2011","2019","3387"
15904,12337669-d6d6-6b98-e053-d480220a5a3f,Lille Heddinge,01-01-2024,"131","64","1978","2019","2013"
15323,12337669-d13e-6b98-e053-d480220a5a3f,Nyrup,01-01-2024,"92","67","1978","2019","2876"
10472,12337669-d39f-6b98-e053-d480220a5a3f,Sorø,01-01-2024,"8400","4220","2017","2019","3392"
10002,12337669-d214-6b98-e053-d480220a5a3f,Korsør,01-01-2024,"14342","7486","1978","2019","2038"
13000,12337669-dcae-6b98-e053-d480220a5a3f,Pikkerhuse,01-01-2024,"18","9","1978","2019","3177"
11729,12337669-d2d4-6b98-e053-d480220a5a3f,Torpe,01-01-2024,"13","4","1978","2019","2104"
14591,12337669-dcf5-6b98-e053-d480220a5a3f,Langstrup,01-01-2024,"57","20","1978","2019","2232"
16251,12337669-d35a-6b98-e053-d480220a5a3f,Skov Vallenderød,01-01-2024,"29","8","1978","2016","2844"
16033,12337669-d463-6b98-e053-d480220a5a3f,Rye,01-01-2024,"107","45","2005","2019","2126"
10195,12337669-d3d1-6b98-e053-d480220a5a3f,Havrebjerg,01-01-2024,"380","181","1997","2019","2063"
14631,12337669-d448-6b98-e053-d480220a5a3f,Store Fuglede,01-01-2024,"51","25","2005","2019","2126"
12807,12337669-de63-6b98-e053-d480220a5a3f,Overdrevshuse,01-01-2024,"3","2","1978","2019","3145"
11279,12337669-d374-6b98-e053-d480220a5a3f,Kyringe,01-01-2024,"40","17","1978","2019","2835"
16310,12337669-db42-6b98-e053-d480220a5a3f,Keldeskov Huse,01-01-2024,"9","4","1978","2005","1046"
16374,12337669-d3bc-6b98-e053-d480220a5a3f,Hallelev,01-01-2024,"35","15","1978","2019","2042"
15747,12337669-dc0f-6b98-e053-d480220a5a3f,Ormenavsgårde,01-01-2024,"10","3","1978","2019","2651"
14575,12337669-d8ca-6b98-e053-d480220a5a3f,Stavnstrup,01-01-2024,"10","4","1978","2019","2917"
17073,12337669-e094-6b98-e053-d480220a5a3f,Bakkehuse,01-01-2024,"15","6","2015","2016","4659"
14662,12337669-db22-6b98-e053-d480220a5a3f,Stestrup,01-01-2024,"66","28","2003","2019","2836"
18887,12337669-e3b7-6b98-e053-d480220a5a3f,Birkemose,01-01-2024,"9","4","1997","2019","2063"
12867,12337669-dd7b-6b98-e053-d480220a5a3f,Hestetangshuse,01-01-2024,"13","7","1978","2019","3542"
16296,12337669-db40-6b98-e053-d480220a5a3f,Høed,01-01-2024,"17","5","1978","2019","1049"
15905,12337669-d6d7-6b98-e053-d480220a5a3f,Højerup,01-01-2024,"140","71","2011","2019","2006"
16372,12337669-d3ba-6b98-e053-d480220a5a3f,Finderup,01-01-2024,"25","9","2009","2019","2119"
12686,12337669-d770-6b98-e053-d480220a5a3f,Store Røttinge,01-01-2024,"41","17","2004","2019","2921"
14658,12337669-db1b-6b98-e053-d480220a5a3f,Krogen,01-01-2024,"9","4","1978","2019","2837"
16736,12337669-d702-6b98-e053-d480220a5a3f,Aggerup,01-01-2024,"9","3","2008","2019","2008"
15346,12337669-d85e-6b98-e053-d480220a5a3f,Hejede Huse,01-01-2024,"13","8","2017","2019","1061"
12688,12337669-d772-6b98-e053-d480220a5a3f,Snesere,01-01-2024,"141","62","2004","2019","2921"
14514,12337669-deae-6b98-e053-d480220a5a3f,Svansmose,01-01-2024,"7","5","1978","2019","3169"
10176,12337669-dbf5-6b98-e053-d480220a5a3f,Bybjerg,01-01-2024,"276","131","1978","2019","2798"
13724,12337669-d94d-6b98-e053-d480220a5a3f,Spragelse,01-01-2024,"43","13","1978","2019","2902"
16869,12337669-d40e-6b98-e053-d480220a5a3f,Sølvbjerg,01-01-2024,"5","3","1978","2019","3383"
16999,12337669-d31c-6b98-e053-d480220a5a3f,Sylager Næbbe,01-01-2024,"5","1","1978","2019","2157"
11292,12337669-d38b-6b98-e053-d480220a5a3f,Gårdstofte,01-01-2024,"8","4","1978","2019","1060"
13709,12337669-da75-6b98-e053-d480220a5a3f,Kirkeskov,01-01-2024,"8","4","1978","2019","2022"
14979,12337669-d306-6b98-e053-d480220a5a3f,Bjergesø Hestehave,01-01-2024,"8","2","1978","2019","2156"
16414,12337669-d9e9-6b98-e053-d480220a5a3f,Sørup,01-01-2024,"21","7","1978","2016","3359"
18797,12337669-e352-6b98-e053-d480220a5a3f,Hellevad,01-01-2024,"3","2","1978","2019","1962"
10033,12337669-db8b-6b98-e053-d480220a5a3f,Ågerup,01-01-2024,"1710","752","2008","2014","2249"
13247,12337669-d7a6-6b98-e053-d480220a5a3f,Fæby,01-01-2024,"6","3","1978","2019","1965"
14860,12337669-d8f7-6b98-e053-d480220a5a3f,Næstelsø,01-01-2024,"119","49","1978","2019","2920"
18923,12337669-e3e2-6b98-e053-d480220a5a3f,Gørlev Mose,01-01-2024,"26","12","2005","2019","2126"
14903,12337669-dea2-6b98-e053-d480220a5a3f,Ågerup,01-01-2024,"10","3","1978","2019","3169"
16315,12337669-db47-6b98-e053-d480220a5a3f,Skee,01-01-2024,"65","29","1978","2019","1048"
10219,12337669-dd44-6b98-e053-d480220a5a3f,Holte,01-01-2024,"10282","4364","1978","2019","2240"
11330,12337669-d8a5-6b98-e053-d480220a5a3f,Hovkrog,01-01-2024,"30","13","1978","2019","2915"
16018,12337669-d90b-6b98-e053-d480220a5a3f,Ravnsbjerg,01-01-2024,"11","4","1978","2019","2909"
16410,12337669-d9dc-6b98-e053-d480220a5a3f,Knardrup,01-01-2024,"134","51","2007","2019","2861"
15764,12337669-d564-6b98-e053-d480220a5a3f,Snerpe,01-01-2024,"0","0","1978","2016","2067"
11336,12337669-d8ac-6b98-e053-d480220a5a3f,Svennerup Skovhuse,01-01-2024,"6","2","1988","2019","2938"
16767,12337669-d3c0-6b98-e053-d480220a5a3f,Solbjerg,01-01-2024,"82","32","1978","2019","2121"
10171,12337669-dc6a-6b98-e053-d480220a5a3f,Gurre,01-01-2024,"405","152","1995","2019","1062"
11723,12337669-d10e-6b98-e053-d480220a5a3f,Holløsebro,01-01-2024,"9","6","1984","2019","2896"
13919,12337669-d7b6-6b98-e053-d480220a5a3f,Stavreby,01-01-2024,"68","38","1978","2019","1950"
16556,12337669-d2ed-6b98-e053-d480220a5a3f,Gammel Svebølle,01-01-2024,"116","50","1978","2019","2113"
14622,12337669-db05-6b98-e053-d480220a5a3f,Torpet Huse,01-01-2024,"13","5","1978","2005","1046"
11047,12337669-a197-6b98-e053-d480220a5a3f,Slagslunde,01-01-2024,"906","359","1978","2019","2853"
16877,12337669-d41b-6b98-e053-d480220a5a3f,Kongsted Holme,01-01-2024,"36","15","1978","2019","3380"
16087,12337669-da9a-6b98-e053-d480220a5a3f,Druestrup,01-01-2024,"40","17","1992","2019","2029"
10681,12337669-de47-6b98-e053-d480220a5a3f,Landerslev,01-01-2024,"254","98","1978","2006","3156"
16495,12337669-dcf0-6b98-e053-d480220a5a3f,Brunemark,01-01-2024,"41","14","1978","2019","2231"
18865,12337669-e399-6b98-e053-d480220a5a3f,Piberhuse,01-01-2024,"4","2","2017","2019","1061"
12956,12337669-dd94-6b98-e053-d480220a5a3f,Farum Lillevang,01-01-2024,"12","5","1978","2019","3426"
16730,12337669-d842-6b98-e053-d480220a5a3f,Munkeskov,01-01-2024,"4","2","2011","2019","1936"
11844,12337669-d27e-6b98-e053-d480220a5a3f,Langerød,01-01-2024,"6","3","2009","2019","2850"
16861,12337669-dc60-6b98-e053-d480220a5a3f,Harreshøj,01-01-2024,"50","17","1995","2019","1062"
15345,12337669-d85b-6b98-e053-d480220a5a3f,Fruedal,01-01-2024,"34","10","1978","2019","2033"
16518,12337669-dc9f-6b98-e053-d480220a5a3f,Fuglebjerggård,01-01-2024,"3","2","1989","2019","3175"
14641,12337669-d229-6b98-e053-d480220a5a3f,Dalholm,01-01-2024,"17","4","1978","2019","2041"
16809,12337669-d527-6b98-e053-d480220a5a3f,Abildøre,01-01-2024,"29","15","1978","2019","2145"
16378,12337669-db7c-6b98-e053-d480220a5a3f,Kirkerup,01-01-2024,"34","14","2008","2014","2249"
16795,12337669-dae2-6b98-e053-d480220a5a3f,Ågerup,01-01-2024,"21","6","1978","2019","1050"
14663,12337669-da10-6b98-e053-d480220a5a3f,Egøje,01-01-2024,"161","51","2010","2019","2035"
18929,12337669-e3e9-6b98-e053-d480220a5a3f,Grevinge Bakker,01-01-2024,"15","7","2008","2019","2148"
14486,12337669-d0fb-6b98-e053-d480220a5a3f,Regerup,01-01-2024,"21","10","1984","2019","2896"
17141,12337669-da92-6b98-e053-d480220a5a3f,Tangerhuse,01-01-2024,"5","2","1978","2019","2031"
13376,12337669-e08e-6b98-e053-d480220a5a3f,Bastebjerg,01-01-2024,"10","3","2017","2019","2020"
10682,12337669-de48-6b98-e053-d480220a5a3f,Lyngerup,01-01-2024,"210","90","1978","2006","3156"
16379,12337669-db7d-6b98-e053-d480220a5a3f,Tågerup,01-01-2024,"70","26","2008","2014","2249"
14084,12337669-dbb3-6b98-e053-d480220a5a3f,Vindinge Lillevang,01-01-2024,"43","14","2015","2016","4659"
16844,12337669-d939-6b98-e053-d480220a5a3f,Farendløse,01-01-2024,"347","136","1978","2019","1056"
14478,12337669-d48b-6b98-e053-d480220a5a3f,Brokkebjerg,01-01-2024,"79","30","1978","2019","2077"
16457,12337669-de31-6b98-e053-d480220a5a3f,Lille Havelse,01-01-2024,"32","11","1997","2019","3167"
11578,12337669-d340-6b98-e053-d480220a5a3f,Lårup,01-01-2024,"57","27","2011","2019","3387"
13646,12337669-dbc8-6b98-e053-d480220a5a3f,Sandbakke,01-01-2024,"13","5","1978","2019","2845"
14877,12337669-d822-6b98-e053-d480220a5a3f,Hammer-Torup,01-01-2024,"45","20","1978","2019","2923"
10147,12337669-d149-6b98-e053-d480220a5a3f,Hyllinge,01-01-2024,"456","183","1978","2019","2883"
15498,12337669-e059-6b98-e053-d480220a5a3f,Langvad,01-01-2024,"94","38","2017","2019","2693"
14590,12337669-dcf4-6b98-e053-d480220a5a3f,Langerød,01-01-2024,"61","31","1978","2019","2231"
11792,12337669-d4ce-6b98-e053-d480220a5a3f,Ugerløse,01-01-2024,"255","112","1978","2019","2086"
15357,12337669-d7ec-6b98-e053-d480220a5a3f,Køng Torp,01-01-2024,"12","5","1992","2019","1933"
10749,12337669-d96e-6b98-e053-d480220a5a3f,Kongens Lyngby,01-01-2024,"20403","10834","1978","2019","3547"
16895,12337669-d9fd-6b98-e053-d480220a5a3f,Hvedstrup,01-01-2024,"46","20","1978","2019","2251"
14954,12337669-d427-6b98-e053-d480220a5a3f,Kulby,01-01-2024,"45","18","2009","2019","2119"
11807,12337669-d26e-6b98-e053-d480220a5a3f,Nordenskov,01-01-2024,"15","5","1978","2019","2827"
12799,12337669-de51-6b98-e053-d480220a5a3f,Hørup,01-01-2024,"74","29","1978","2019","3150"
11283,12337669-d379-6b98-e053-d480220a5a3f,Tjørntved,01-01-2024,"22","9","2008","2019","3384"
15978,12337669-ddd3-6b98-e053-d480220a5a3f,Stenholtsvang,01-01-2024,"4","3","1978","2019","2219"
12630,12337669-d19c-6b98-e053-d480220a5a3f,Bjergby Overmark,01-01-2024,"21","10","1997","2019","2063"
16660,12337669-db8e-6b98-e053-d480220a5a3f,Lille Valby,01-01-2024,"36","13","2008","2014","2249"
11836,12337669-d275-6b98-e053-d480220a5a3f,Elleskov,01-01-2024,"13","5","1978","2019","2821"
16524,12337669-dace-6b98-e053-d480220a5a3f,Klippede,01-01-2024,"10","5","1978","2019","1054"
15224,12337669-e045-6b98-e053-d480220a5a3f,Sandlyng,01-01-2024,"8","2","2011","2019","3387"
