start,end,WSAID,objectid,nationalco,nationalle,inspireid,national_1,beginlifes,endlifespa,country,name_gn_la,name_gn_na,name_gn__1,name_gn_so,name_gn_pr,name_gn_sp,name_gn__2,residenceo,upperlevel,boundary,Vandforsyn,Area (m3),Job_distribution_Industries,Job_distribution_Services,Job_distribution_Agriculture,WSA_Area (m3)
"1978","2007","3756",,,,,,,,,,,,,,,,,,,,,,,,"21852744"
"1978","1995","3757",,,,,,,,,,,,,,,,,,,,,,,,"152282951"
"1978","1995","3758",,,,,,,,,,,,,,,,,,,,,,,,"11237810"
"1978","2001","3759",,,,,,,,,,,,,,,,,,,,,,,,"45374825"
"1978","2001","3760",,,,,,,,,,,,,,,,,,,,,,,,"16750671"
"1978","2003","3761",,,,,,,,,,,,,,,,,,,,,,,,"32322960"
"1978","2003","3762",,,,,,,,,,,,,,,,,,,,,,,,"7571011"
"1978","2009","3763",,,,,,,,,,,,,,,,,,,,,,,,"38419928"
"1978","2009","3764",,,,,,,,,,,,,,,,,,,,,,,,"4598881"
"1978","1988","3765",,,,,,,,,,,,,,,,,,,,,,,,"26119265"
"1978","1988","3766",,,,,,,,,,,,,,,,,,,,,,,,"3952512"
"2000","2019","3767",,,,,,,,,,,,,,,,,,,,,,,,"5059820"
"1978","2016","3768",,,,,,,,,,,,,,,,,,,,,,,,"9276298"
"1978","2016","3769",,,,,,,,,,,,,,,,,,,,,,,,"1083261"
"1989","2002","3770",,,,,,,,,,,,,,,,,,,,,,,,"31520982"
"1978","2002","3771",,,,,,,,,,,,,,,,,,,,,,,,"2617916"
"1978","1988","3772",,,,,,,,,,,,,,,,,,,,,,,,"28996182"
"1978","1988","3773",,,,,,,,,,,,,,,,,,,,,,,,"2524800"
"1978","1990","3774",,,,,,,,,,,,,,,,,,,,,,,,"25038654"
"1978","1990","3775",,,,,,,,,,,,,,,,,,,,,,,,"5154376"
"1978","2001","3776",,,,,,,,,,,,,,,,,,,,,,,,"10917095"
"1978","2001","3777",,,,,,,,,,,,,,,,,,,,,,,,"3410120"
"1978","2006","3778",,,,,,,,,,,,,,,,,,,,,,,,"13754987"
"1978","2006","3779",,,,,,,,,,,,,,,,,,,,,,,,"2424469"
"1978","2006","3780",,,,,,,,,,,,,,,,,,,,,,,,"8915115"
"1978","1994","3781",,,,,,,,,,,,,,,,,,,,,,,,"9012136"
"1978","1994","3782",,,,,,,,,,,,,,,,,,,,,,,,"4513624"
"1978","1994","3783",,,,,,,,,,,,,,,,,,,,,,,,"6817220"
"1978","1994","3784",,,,,,,,,,,,,,,,,,,,,,,,"2215704"
"1998","2019","3785",,,,,,,,,,,,,,,,,,,,,,,,"21844501"
"1978","1997","3786",,,,,,,,,,,,,,,,,,,,,,,,"5742029"
"1998","2019","3787",,,,,,,,,,,,,,,,,,,,,,,,"25069671"
"1978","1997","3788",,,,,,,,,,,,,,,,,,,,,,,,"1817651"
"1978","2019","3789",,,,,,,,,,,,,,,,,,,,,,,,"11341993"
"1978","1993","3790",,,,,,,,,,,,,,,,,,,,,,,,"6226753"
"1978","1993","3791",,,,,,,,,,,,,,,,,,,,,,,,"2003480"
"2008","2019","3792",,,,,,,,,,,,,,,,,,,,,,,,"7493891"
"2002","2009","3793",,,,,,,,,,,,,,,,,,,,,,,,"32771952"
"1978","2009","3794",,,,,,,,,,,,,,,,,,,,,,,,"4177259"
"1978","2001","3795",,,,,,,,,,,,,,,,,,,,,,,,"26842297"
"1978","2001","3796",,,,,,,,,,,,,,,,,,,,,,,,"5929655"
"1978","2011","3797",,,,,,,,,,,,,,,,,,,,,,,,"6886955"
"1978","2011","3798",,,,,,,,,,,,,,,,,,,,,,,,"917605"
"1978","1998","3799",,,,,,,,,,,,,,,,,,,,,,,,"10583498"
"1978","1998","3800",,,,,,,,,,,,,,,,,,,,,,,,"1694571"
"2005","2012","3801",,,,,,,,,,,,,,,,,,,,,,,,"22875912"
"2013","2019","3802",,,,,,,,,,,,,,,,,,,,,,,,"24209677"
"2002","2019","3803",,,,,,,,,,,,,,,,,,,,,,,,"1777149"
"2001","2011","3804",,,,,,,,,,,,,,,,,,,,,,,,"63206592"
"1978","2011","3805",,,,,,,,,,,,,,,,,,,,,,,,"1412691"
"1998","2000","3806",,,,,,,,,,,,,,,,,,,,,,,,"55357887"
"1978","2000","3807",,,,,,,,,,,,,,,,,,,,,,,,"7848705"
"1995","1997","3808",,,,,,,,,,,,,,,,,,,,,,,,"54551771"
"1978","1997","3809",,,,,,,,,,,,,,,,,,,,,,,,"806115"
"1990","1994","3810",,,,,,,,,,,,,,,,,,,,,,,,"50059873"
"1978","1994","3811",,,,,,,,,,,,,,,,,,,,,,,,"491410"
"1978","1994","3812",,,,,,,,,,,,,,,,,,,,,,,,"308546"
"1978","1994","3813",,,,,,,,,,,,,,,,,,,,,,,,"3691942"
"1978","1989","3814",,,,,,,,,,,,,,,,,,,,,,,,"47235652"
"1978","1989","3815",,,,,,,,,,,,,,,,,,,,,,,,"2824221"
"1978","2005","3816",,,,,,,,,,,,,,,,,,,,,,,,"2691197"
"2004","2019","3817",,,,,,,,,,,,,,,,,,,,,,,,"290757895"
"1995","2003","3818",,,,,,,,,,,,,,,,,,,,,,,,"247966005"
"1978","2003","3819",,,,,,,,,,,,,,,,,,,,,,,,"27694516"
"1978","2003","3820",,,,,,,,,,,,,,,,,,,,,,,,"15097457"
"1978","1994","3821",,,,,,,,,,,,,,,,,,,,,,,,"217593060"
"1978","1994","3822",,,,,,,,,,,,,,,,,,,,,,,,"30374038"
"1978","2006","3823",,,,,,,,,,,,,,,,,,,,,,,,"41668285"
"1978","2006","3824",,,,,,,,,,,,,,,,,,,,,,,,"35549715"
"1978","2000","3825",,,,,,,,,,,,,,,,,,,,,,,,"62565964"
"1978","2000","3826",,,,,,,,,,,,,,,,,,,,,,,,"5519364"
"1978","1999","3827",,,,,,,,,,,,,,,,,,,,,,,,"104983217"
"1978","2003","3828",,,,,,,,,,,,,,,,,,,,,,,,"19063274"
"1978","1999","3829",,,,,,,,,,,,,,,,,,,,,,,,"13857394"
"2000","2003","3830",,,,,,,,,,,,,,,,,,,,,,,,"118840240"
"1978","1995","3831",,,,,,,,,,,,,,,,,,,,,,,,"64549216"
"1978","1995","3832",,,,,,,,,,,,,,,,,,,,,,,,"20719721"
"2006","2016","3833",,,,,,,,,,,,,,,,,,,,,,,,"185667612"
"1978","2016","3834",,,,,,,,,,,,,,,,,,,,,,,,"32862859"
"1978","2005","3835",,,,,,,,,,,,,,,,,,,,,,,,"111801569"
"1997","2005","3836",,,,,,,,,,,,,,,,,,,,,,,,"73866043"
"1978","1996","3837",,,,,,,,,,,,,,,,,,,,,,,,"46377107"
"1978","1996","3838",,,,,,,,,,,,,,,,,,,,,,,,"23958360"
"1978","1996","3839",,,,,,,,,,,,,,,,,,,,,,,,"3530574"
"1978","2003","3840",,,,,,,,,,,,,,,,,,,,,,,,"50078180"
"1978","2003","3841",,,,,,,,,,,,,,,,,,,,,,,,"15396600"
"1978","1999","3842",,,,,,,,,,,,,,,,,,,,,,,,"29354206"
"1978","1999","3843",,,,,,,,,,,,,,,,,,,,,,,,"13269351"
"1978","2007","3844",,,,,,,,,,,,,,,,,,,,,,,,"62880359"
"1978","2007","3845",,,,,,,,,,,,,,,,,,,,,,,,"15516152"
"1978","2006","3846",,,,,,,,,,,,,,,,,,,,,,,,"31614029"
"1978","2006","3847",,,,,,,,,,,,,,,,,,,,,,,,"30517497"
"1997","2010","3848",,,,,,,,,,,,,,,,,,,,,,,,"374263943"
"1978","2010","3849",,,,,,,,,,,,,,,,,,,,,,,,"49129289"
"1994","1996","3850",,,,,,,,,,,,,,,,,,,,,,,,"369652350"
"1978","1996","3851",,,,,,,,,,,,,,,,,,,,,,,,"4611593"
"1978","1993","3852",,,,,,,,,,,,,,,,,,,,,,,,"236071726"
"1978","1993","3853",,,,,,,,,,,,,,,,,,,,,,,,"133580624"
"1978","1992","3854",,,,,,,,,,,,,,,,,,,,,,,,"77488566"
"1978","1992","3855",,,,,,,,,,,,,,,,,,,,,,,,"27549512"
"1978","2008","3856",,,,,,,,,,,,,,,,,,,,,,,,"66125500"
"1978","2008","3857",,,,,,,,,,,,,,,,,,,,,,,,"8748936"
"1978","2008","3858",,,,,,,,,,,,,,,,,,,,,,,,"3764087"
"1989","2012","3859",,,,,,,,,,,,,,,,,,,,,,,,"39239162"
"1978","2012","3860",,,,,,,,,,,,,,,,,,,,,,,,"11697060"
"1978","1988","3861",,,,,,,,,,,,,,,,,,,,,,,,"35987845"
"1978","1988","3862",,,,,,,,,,,,,,,,,,,,,,,,"3251317"
"1978","1994","3863",,,,,,,,,,,,,,,,,,,,,,,,"17187522"
"1978","1994","3864",,,,,,,,,,,,,,,,,,,,,,,,"5735296"
"1999","2002","3865",,,,,,,,,,,,,,,,,,,,,,,,"53745485"
"1978","2002","3866",,,,,,,,,,,,,,,,,,,,,,,,"35830703"
"1978","2002","3867",,,,,,,,,,,,,,,,,,,,,,,,"8094704"
"1978","1998","3868",,,,,,,,,,,,,,,,,,,,,,,,"40110483"
"1978","1998","3869",,,,,,,,,,,,,,,,,,,,,,,,"13635002"
"1978","1993","3870",,,,,,,,,,,,,,,,,,,,,,,,"18889870"
"1978","1993","3871",,,,,,,,,,,,,,,,,,,,,,,,"3247369"
"1978","1996","3872",,,,,,,,,,,,,,,,,,,,,,,,"30475589"
"1978","1996","3873",,,,,,,,,,,,,,,,,,,,,,,,"5761189"
"1978","2000","3874",,,,,,,,,,,,,,,,,,,,,,,,"12809659"
"1978","2000","3875",,,,,,,,,,,,,,,,,,,,,,,,"12642232"
"1978","1998","3876",,,,,,,,,,,,,,,,,,,,,,,,"13363214"
"1978","2004","3877",,,,,,,,,,,,,,,,,,,,,,,,"8326675"
"1978","1998","3878",,,,,,,,,,,,,,,,,,,,,,,,"8061654"
"1999","2004","3879",,,,,,,,,,,,,,,,,,,,,,,,"21424868"
"1978","1991","3880",,,,,,,,,,,,,,,,,,,,,,,,"10667708"
"1978","1991","3881",,,,,,,,,,,,,,,,,,,,,,,,"10060511"
"1978","1998","3882",,,,,,,,,,,,,,,,,,,,,,,,"29056305"
"1978","1998","3883",,,,,,,,,,,,,,,,,,,,,,,,"10962189"
"1978","2000","3884",,,,,,,,,,,,,,,,,,,,,,,,"27078049"
"1978","2000","3885",,,,,,,,,,,,,,,,,,,,,,,,"10355393"
"1978","2000","3886",,,,,,,,,,,,,,,,,,,,,,,,"1933030"
"1978","2000","3887",,,,,,,,,,,,,,,,,,,,,,,,"2124642"
"1978","1985","3888",,,,,,,,,,,,,,,,,,,,,,,,"19256936"
"1978","1985","3889",,,,,,,,,,,,,,,,,,,,,,,,"6821264"
"1997","2019","3890",,,,,,,,,,,,,,,,,,,,,,,,"32409208"
"1978","1996","3891",,,,,,,,,,,,,,,,,,,,,,,,"568521"
"1978","1989","3892",,,,,,,,,,,,,,,,,,,,,,,,"12977114"
"1978","1989","3893",,,,,,,,,,,,,,,,,,,,,,,,"410598"
"1978","2002","3894",,,,,,,,,,,,,,,,,,,,,,,,"13088371"
"1978","2002","3895",,,,,,,,,,,,,,,,,,,,,,,,"115137"
"1978","2000","3896",,,,,,,,,,,,,,,,,,,,,,,,"13611171"
"1978","2000","3897",,,,,,,,,,,,,,,,,,,,,,,,"4639534"
"1978","2005","3898",,,,,,,,,,,,,,,,,,,,,,,,"1371836"
"2001","2005","3899",,,,,,,,,,,,,,,,,,,,,,,,"18250706"
"2004","2019","3900",,,,,,,,,,,,,,,,,,,,,,,,"18368094"
"1978","1997","3901",,,,,,,,,,,,,,,,,,,,,,,,"41113490"
"1978","1997","3902",,,,,,,,,,,,,,,,,,,,,,,,"1336315"
"1978","2004","3903",,,,,,,,,,,,,,,,,,,,,,,,"16900656"
"1978","2004","3904",,,,,,,,,,,,,,,,,,,,,,,,"4918150"
"1978","1980","3905",,,,,,,,,,,,,,,,,,,,,,,,"94002123"
"1981","1985","3906",,,,,,,,,,,,,,,,,,,,,,,,"104792056"
"1978","1985","3907",,,,,,,,,,,,,,,,,,,,,,,,"412796"
"1978","1989","3908",,,,,,,,,,,,,,,,,,,,,,,,"569188"
"1978","2001","3909",,,,,,,,,,,,,,,,,,,,,,,,"1594174"
"1986","1989","3910",,,,,,,,,,,,,,,,,,,,,,,,"105204852"
"1990","2001","3911",,,,,,,,,,,,,,,,,,,,,,,,"105774040"
"1978","1980","3912",,,,,,,,,,,,,,,,,,,,,,,,"10789949"
"1978","1992","3913",,,,,,,,,,,,,,,,,,,,,,,,"25719184"
"1978","1992","3914",,,,,,,,,,,,,,,,,,,,,,,,"11358409"
"1978","1994","3915",,,,,,,,,,,,,,,,,,,,,,,,"45346203"
"1978","1994","3916",,,,,,,,,,,,,,,,,,,,,,,,"8794552"
"1978","2013","3917",,,,,,,,,,,,,,,,,,,,,,,,"72129151"
"1978","2013","3918",,,,,,,,,,,,,,,,,,,,,,,,"7857889"
"1978","2000","3919",,,,,,,,,,,,,,,,,,,,,,,,"21747590"
"1978","2000","3920",,,,,,,,,,,,,,,,,,,,,,,,"4737036"
"1978","2000","3921",,,,,,,,,,,,,,,,,,,,,,,,"7596997"
"1978","2000","3922",,,,,,,,,,,,,,,,,,,,,,,,"4280930"
"1978","2009","3923",,,,,,,,,,,,,,,,,,,,,,,,"32303407"
"1978","2009","3924",,,,,,,,,,,,,,,,,,,,,,,,"18531572"
"1978","2001","3925",,,,,,,,,,,,,,,,,,,,,,,,"26324867"
"1978","2001","3926",,,,,,,,,,,,,,,,,,,,,,,,"23819997"
"1978","2009","3927",,,,,,,,,,,,,,,,,,,,,,,,"5021595"
"1978","2009","3928",,,,,,,,,,,,,,,,,,,,,,,,"3751024"
"1982","1988","3929",,,,,,,,,,,,,,,,,,,,,,,,"9075511"
"1982","1988","3930",,,,,,,,,,,,,,,,,,,,,,,,"7014375"
"1989","2019","3931",,,,,,,,,,,,,,,,,,,,,,,,"16089886"
"2011","2019","3932",,,,,,,,,,,,,,,,,,,,,,,,"29290638"
"1978","1992","3933",,,,,,,,,,,,,,,,,,,,,,,,"6291024"
"1978","1992","3934",,,,,,,,,,,,,,,,,,,,,,,,"4308219"
"1978","2019","3935",,,,,,,,,,,,,,,,,,,,,,,,"4744761"
"1978","2019","3936",,,,,,,,,,,,,,,,,,,,,,,,"3308686"
"1978","2019","3937",,,,,,,,,,,,,,,,,,,,,,,,"3946847"
"1978","2019","3938",,,,,,,,,,,,,,,,,,,,,,,,"879811"
"1978","1987","3939",,,,,,,,,,,,,,,,,,,,,,,,"31306449"
"1978","1987","3940",,,,,,,,,,,,,,,,,,,,,,,,"1105470"
"1978","1987","3941",,,,,,,,,,,,,,,,,,,,,,,,"36800907"
"1978","1987","3942",,,,,,,,,,,,,,,,,,,,,,,,"5318841"
"1978","1993","3943",,,,,,,,,,,,,,,,,,,,,,,,"45899487"
"1978","1993","3944",,,,,,,,,,,,,,,,,,,,,,,,"1963404"
"1978","1990","3945",,,,,,,,,,,,,,,,,,,,,,,,"33271065"
"1978","1990","3946",,,,,,,,,,,,,,,,,,,,,,,,"3679823"
"1991","1993","3947",,,,,,,,,,,,,,,,,,,,,,,,"36950888"
"1978","1993","3948",,,,,,,,,,,,,,,,,,,,,,,,"19324226"
"1978","1993","3949",,,,,,,,,,,,,,,,,,,,,,,,"284909"
"1978","1985","3950",,,,,,,,,,,,,,,,,,,,,,,,"5605243"
"1978","1985","3951",,,,,,,,,,,,,,,,,,,,,,,,"3284634"
"1978","1985","3952",,,,,,,,,,,,,,,,,,,,,,,,"2895182"
"1978","1985","3953",,,,,,,,,,,,,,,,,,,,,,,,"1435781"
"1978","2001","3954",,,,,,,,,,,,,,,,,,,,,,,,"7339996"
"1978","2001","3955",,,,,,,,,,,,,,,,,,,,,,,,"439035"
"1978","1996","3956",,,,,,,,,,,,,,,,,,,,,,,,"178568350"
"1978","1996","3957",,,,,,,,,,,,,,,,,,,,,,,,"2189058"
"1996","1997","3958",,,,,,,,,,,,,,,,,,,,,,,,"63577100"
"1978","1997","3959",,,,,,,,,,,,,,,,,,,,,,,,"3828909"
"1978","1995","3960",,,,,,,,,,,,,,,,,,,,,,,,"96254446"
"1978","1995","3961",,,,,,,,,,,,,,,,,,,,,,,,"4235088"
"1978","1996","3962",,,,,,,,,,,,,,,,,,,,,,,,"123848340"
"1978","1996","3963",,,,,,,,,,,,,,,,,,,,,,,,"3059797"
"1978","1984","3964",,,,,,,,,,,,,,,,,,,,,,,,"25582645"
"1978","1984","3965",,,,,,,,,,,,,,,,,,,,,,,,"792463"
"1978","1999","3966",,,,,,,,,,,,,,,,,,,,,,,,"24458901"
"1978","1999","3967",,,,,,,,,,,,,,,,,,,,,,,,"628136"
"1978","1993","3968",,,,,,,,,,,,,,,,,,,,,,,,"10133708"
"1978","1993","3969",,,,,,,,,,,,,,,,,,,,,,,,"1989574"
"1978","1988","3970",,,,,,,,,,,,,,,,,,,,,,,,"22720419"
"1978","1988","3971",,,,,,,,,,,,,,,,,,,,,,,,"3575604"
"1978","1996","3972",,,,,,,,,,,,,,,,,,,,,,,,"35934721"
"1978","1996","3973",,,,,,,,,,,,,,,,,,,,,,,,"1680785"
"1978","1986","3974",,,,,,,,,,,,,,,,,,,,,,,,"7101255"
"1978","1986","3975",,,,,,,,,,,,,,,,,,,,,,,,"4673883"
"1978","1994","3976",,,,,,,,,,,,,,,,,,,,,,,,"16574144"
"1978","1994","3977",,,,,,,,,,,,,,,,,,,,,,,,"1171721"
"1978","1989","3978",,,,,,,,,,,,,,,,,,,,,,,,"6688363"
"1978","1989","3979",,,,,,,,,,,,,,,,,,,,,,,,"2778713"
"1978","1988","3980",,,,,,,,,,,,,,,,,,,,,,,,"12536733"
"1978","1988","3981",,,,,,,,,,,,,,,,,,,,,,,,"5863859"
"1978","1989","3982",,,,,,,,,,,,,,,,,,,,,,,,"13982280"
"1978","1989","3983",,,,,,,,,,,,,,,,,,,,,,,,"3422781"
"1978","2000","3984",,,,,,,,,,,,,,,,,,,,,,,,"5595582"
"1978","2000","3985",,,,,,,,,,,,,,,,,,,,,,,,"2374353"
"1978","2009","3986",,,,,,,,,,,,,,,,,,,,,,,,"15168302"
"1978","2009","3987",,,,,,,,,,,,,,,,,,,,,,,,"9006037"
"1978","1988","3988",,,,,,,,,,,,,,,,,,,,,,,,"6926673"
"1978","1988","3989",,,,,,,,,,,,,,,,,,,,,,,,"5416895"
"1978","1994","3990",,,,,,,,,,,,,,,,,,,,,,,,"8850737"
"1978","1994","3991",,,,,,,,,,,,,,,,,,,,,,,,"1641987"
"1978","1987","3992",,,,,,,,,,,,,,,,,,,,,,,,"8510108"
"1978","1987","3993",,,,,,,,,,,,,,,,,,,,,,,,"3540969"
"1978","1992","3994",,,,,,,,,,,,,,,,,,,,,,,,"8616980"
"1978","1992","3995",,,,,,,,,,,,,,,,,,,,,,,,"921311"
"1978","1985","3996",,,,,,,,,,,,,,,,,,,,,,,,"13947592"
"1978","1985","3997",,,,,,,,,,,,,,,,,,,,,,,,"1428981"
"1978","1987","3998",,,,,,,,,,,,,,,,,,,,,,,,"4723744"
"1978","1987","3999",,,,,,,,,,,,,,,,,,,,,,,,"1320855"
"1978","1998","4000",,,,,,,,,,,,,,,,,,,,,,,,"8195682"
"1978","1998","4001",,,,,,,,,,,,,,,,,,,,,,,,"4114701"
"1978","1980","4002",,,,,,,,,,,,,,,,,,,,,,,,"15248116"
"1978","1980","4003",,,,,,,,,,,,,,,,,,,,,,,,"514219"
"1978","2007","4004",,,,,,,,,,,,,,,,,,,,,,,,"1752589"
"1981","2007","4005",,,,,,,,,,,,,,,,,,,,,,,,"15762335"
"1978","1984","4006",,,,,,,,,,,,,,,,,,,,,,,,"27049929"
"1978","1984","4007",,,,,,,,,,,,,,,,,,,,,,,,"2358796"
"1978","1985","4008",,,,,,,,,,,,,,,,,,,,,,,,"11383282"
"1978","1985","4009",,,,,,,,,,,,,,,,,,,,,,,,"3494230"
"1978","1992","4010",,,,,,,,,,,,,,,,,,,,,,,,"39774256"
"1978","1992","4011",,,,,,,,,,,,,,,,,,,,,,,,"778820"
"1978","1989","4012",,,,,,,,,,,,,,,,,,,,,,,,"11564695"
"1978","1989","4013",,,,,,,,,,,,,,,,,,,,,,,,"1175262"
"1978","1988","4014",99,"0390",3rdOrder,"389149",Kommune,2024/01/16 09:28:33.000,,DK,dan,endonym,official,,,Vordingborg,Latn,,"389100",,,"625356713",10240.6666666667,8236.33333333333,"774","20503771"
"1978","1988","4015",99,"0390",3rdOrder,"389149",Kommune,2024/01/16 09:28:33.000,,DK,dan,endonym,official,,,Vordingborg,Latn,,"389100",,,"625356713",10240.6666666667,8236.33333333333,"774","3605942"
"1978","1994","4016",99,"0390",3rdOrder,"389149",Kommune,2024/01/16 09:28:33.000,,DK,dan,endonym,official,,,Vordingborg,Latn,,"389100",,,"625356713",10240.6666666667,8236.33333333333,"774","7459801"
"1978","1994","4017",99,"0390",3rdOrder,"389149",Kommune,2024/01/16 09:28:33.000,,DK,dan,endonym,official,,,Vordingborg,Latn,,"389100",,,"625356713",10240.6666666667,8236.33333333333,"774","465470"
"1978","1987","4018",31,"0336",3rdOrder,"389147",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Stevns,Latn,,"389100",,,"249846839",3974.33333333333,2683.66666666667,"422","13592324"
"1978","1987","4019",31,"0336",3rdOrder,"389147",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Stevns,Latn,,"389100",,,"249846839",3974.33333333333,2683.66666666667,"422","5192804"
"1978","1993","4020",31,"0336",3rdOrder,"389147",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Stevns,Latn,,"389100",,,"249846839",3974.33333333333,2683.66666666667,"422","1811991"
"1978","1993","4021",31,"0336",3rdOrder,"389147",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Stevns,Latn,,"389100",,,"249846839",3974.33333333333,2683.66666666667,"422","243504"
"1978","1999","4022",31,"0336",3rdOrder,"389147",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Stevns,Latn,,"389100",,,"249846839",3974.33333333333,2683.66666666667,"422","6903925"
"1978","1999","4023",31,"0336",3rdOrder,"389147",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Stevns,Latn,,"389100",,,"249846839",3974.33333333333,2683.66666666667,"422","317834"
"1978","1988","4024",31,"0336",3rdOrder,"389147",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Stevns,Latn,,"389100",,,"249846839",3974.33333333333,2683.66666666667,"422","14166018"
"1978","1988","4025",31,"0336",3rdOrder,"389147",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Stevns,Latn,,"389100",,,"249846839",3974.33333333333,2683.66666666667,"422","1413139"
"1978","1993","4026",31,"0336",3rdOrder,"389147",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Stevns,Latn,,"389100",,,"249846839",3974.33333333333,2683.66666666667,"422","16693340"
"1978","1993","4027",31,"0336",3rdOrder,"389147",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Stevns,Latn,,"389100",,,"249846839",3974.33333333333,2683.66666666667,"422","1238229"
"1978","1989","4028",31,"0336",3rdOrder,"389147",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Stevns,Latn,,"389100",,,"249846839",3974.33333333333,2683.66666666667,"422","23255397"
"1978","2010","4029",31,"0336",3rdOrder,"389147",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Stevns,Latn,,"389100",,,"249846839",3974.33333333333,2683.66666666667,"422","2985361"
"1978","1989","4030",31,"0336",3rdOrder,"389147",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Stevns,Latn,,"389100",,,"249846839",3974.33333333333,2683.66666666667,"422","3127710"
"1990","2010","4031",31,"0336",3rdOrder,"389147",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Stevns,Latn,,"389100",,,"249846839",3974.33333333333,2683.66666666667,"422","26383103"
"1978","2005","4032",35,"0320",3rdOrder,"389143",Kommune,2024/10/03 13:21:57.000,,DK,dan,endonym,official,,,Faxe,Latn,,"389100",,,"405044628",9268.66666666667,5844.33333333333,"486","6967640"
"1978","1996","4033",35,"0320",3rdOrder,"389143",Kommune,2024/10/03 13:21:57.000,,DK,dan,endonym,official,,,Faxe,Latn,,"389100",,,"405044628",9268.66666666667,5844.33333333333,"486","2075838"
"1978","1986","4034",35,"0320",3rdOrder,"389143",Kommune,2024/10/03 13:21:57.000,,DK,dan,endonym,official,,,Faxe,Latn,,"389100",,,"405044628",9268.66666666667,5844.33333333333,"486","50322122"
"1978","1986","4035",35,"0320",3rdOrder,"389143",Kommune,2024/10/03 13:21:57.000,,DK,dan,endonym,official,,,Faxe,Latn,,"389100",,,"405044628",9268.66666666667,5844.33333333333,"486","391128"
"1978","1999","4036",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","40079206"
"1978","2003","4037",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","1235083"
"1978","1999","4038",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","464643"
"2000","2003","4039",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","40543849"
"1978","1997","4040",69,"0316",3rdOrder,"389140",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Holbæk,Latn,,"389100",,Fors,"579300541",18379.6666666667,14577.3333333333,"857","51002306"
"1978","1997","4041",69,"0316",3rdOrder,"389140",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Holbæk,Latn,,"389100",,Fors,"579300541",18379.6666666667,14577.3333333333,"857","1712423"
"1978","2000","4042",69,"0316",3rdOrder,"389140",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Holbæk,Latn,,"389100",,Fors,"579300541",18379.6666666667,14577.3333333333,"857","3185373"
"1998","2000","4043",69,"0316",3rdOrder,"389140",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Holbæk,Latn,,"389100",,Fors,"579300541",18379.6666666667,14577.3333333333,"857","52714730"
"1978","1991","4044",33,"0259",3rdOrder,"389136",Kommune,2024/01/29 08:35:59.000,,DK,dan,endonym,official,,,Køge,Latn,,"389100",,Andre Syd,"258550096",22900.3333333333,12493.6666666667,"442","9073856"
"1978","1991","4045",33,"0259",3rdOrder,"389136",Kommune,2024/01/29 08:35:59.000,,DK,dan,endonym,official,,,Køge,Latn,,"389100",,Andre Syd,"258550096",22900.3333333333,12493.6666666667,"442","6253231"
"1978","1989","4046",52,"0265",3rdOrder,"389137",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Roskilde,Latn,,"389100",,Fors,"212181081",30148.6666666667,21625.3333333333,"347","13108362"
"1978","1989","4047",52,"0265",3rdOrder,"389137",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Roskilde,Latn,,"389100",,Fors,"212181081",30148.6666666667,21625.3333333333,"347","2717890"
"1978","2000","4048",,,,,,,,,,,,,,,,,,,,,,,,"66402730"
"1978","2000","4049",,,,,,,,,,,,,,,,,,,,,,,,"1915066"
